OBJNAME,ORIGINAL_NAME,ALIASES,RA_DEG,RA_SOURCE,DEC_DEG,DEC_SOURCE,EPOCH,PMRA,PMRA_SOURCE,PMDE,PMDE_SOURCE,PLX,PLX_SOURCE,RV,RV_SOURCE,TEFF,TEFF_SOURCE,SP_TYPE,SP_SOURCE,VSINI,VSINI_ERR,VSINI_SOURCE,UMAG,UMAG_SOURCE,GMAG,GMAG_SOURCE,RMAG,RMAG_SOURCE,IMAG,IMAG_SOURCE,ZMAG,ZMAG_SOURCE,JMAG,JMAG_SOURCE,HMAG,HMAG_SOURCE,KMAG,KMAG_SOURCE,NOTES,USED,KEYWORDS
TOI942,TOI-942,TYC 5909-319-1|2MASS J05063588-2014441|RAVE J050635.9-201444|TIC 146520535|TOI-942|UCAC4 349-006667|WISE J050635.89-201444.1|Gaia DR2 2974906868489280768|Gaia DR3 2974906868489280768|Gaia DR1 2974906864191976704|TOIM942|TOI 942|TOI_942|TYC5909-319-1|2MASSJ05063588-2014441|RAVEJ050635.9-201444|TIC146520535|TOI-942|UCAC4349-006667|WISEJ050635.89-201444.1|GaiaDR22974906868489280768|GaiaDR32974906868489280768|GaiaDR12974906864191976704|TOIM942|TOI942|TOI942,76.64961722,Gaia DR2,-20.24561258,Gaia DR2,2457206,15.38190908,Gaia DR2,-3.976088767,Gaia DR2,6.524271659,Gaia DR2,23.68,2018yCat.1345....0G,4812,2013AJ....146..134K (via nirps-client@maestria),K2.2V,2021A&A...645A..71C,,,,,,,,,,,,,,,,,,,,Added on 2023-03-29 01:44:57.287 by nirps-client@maestria using drs_astrometrics.py,1,
TRAPPIST1,Trappist-1,2MASS J23062928-0502285|2MASSI J2306292-050227|2MASSW J2306292-050227|2MUCD 12171|EPIC 200164267|EPIC 246199087|Gaia DR2 2635476908753563008|Gaia EDR3 2635476908753563008|K2-112|Karmn J23064-050|TIC 278892590|TRAPPIST-1|WISEA J230630.02-050234.1|TRAPPIST 1|TRAPPIST1|Trappist-1|2MASSJ23062928-0502285|2MASSIJ2306292-050227|2MASSWJ2306292-050227|2MUCD12171|EPIC200164267|EPIC246199087|GaiaDR22635476908753563008|GaiaEDR32635476908753563008|K2-112|KarmnJ23064-050|TIC278892590|TRAPPIST-1|WISEAJ230630.02-050234.1|TRAPPIST1|TRAPPIST1|Trappist-1|TRAPPIST-1_03_10_03h41UT|TRAPPISTM1_03_10_03h41UT|TRAPPIST-1_04_10_03H41UT|TRAPPISTM1_04_10_03H41UT,346.6265216,Gaia EDR3,-5.043528319,Gaia EDR3,2457388.5,930.7875226,Gaia EDR3,-479.037541,Gaia EDR3,80.21231613,Gaia EDR3,-54,2015ApJS..220...18B,2400,2018A&A...620A.180R,M7.5e,2000AJ....120.1085G,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:20.121 by cook@cook using drs_astrometrics.py,1,
TRAPPIST1PERSI,TRAPPIST1PERSI,TRAPPIST1PERSI,346.6265216,Gaia EDR3,-5.043528319,Gaia EDR3,2457388.5,930.7875226,Gaia EDR3,-479.037541,Gaia EDR3,80.21231613,Gaia EDR3,-54,2015ApJS..220...18B,2400,2018A&A...620A.180R,M7.5e,2000AJ....120.1085G,,,,,,,,,,,,,,,,,,,,Trappist-1 persi correction - to be removed after use - E. Artigau N.Cook,1,
TVLM_513M46,TVLM 513-46,2MASS J15010818+2250020|2MASSI J1501081+225001|2MUCD 20596|Gaia DR2 1262763648230973440|PLX 3391.01|SDSS J150108.17+225001.8|TIC 311188315|TVLM 513-46|TVLM 513-46546|USNO-B1.0 1128-00290573|WISEP J150108.17+225001.4|[B2006] J150108.3+225002|TVLM_513M46|2MASSJ15010818+2250020|2MASSIJ1501081+225001|2MUCD20596|GaiaDR21262763648230973440|PLX3391.01|SDSSJ150108.17+225001.8|TIC311188315|TVLM513-46|TVLM513-46546|USNO-B1.01128-00290573|WISEPJ150108.17+225001.4|[B2006]J150108.3+225002|TVLM513M46,225.2839088,Gaia DR2,22.83364681,Gaia DR2,2457206,-43.76570984,Gaia DR2,-63.99671162,Gaia DR2,93.44974738,Gaia DR2,6,2015ApJS..220...18B,2868,2020ApJ...892...31B,M8.5V,2002AJ....123.2002H,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:22.260 by cook@cook using drs_astrometrics.py,1,
TVLM_831M154910,TVLM 831-154910,2MASS J02501167-0151295|TIC 10932072|TVLM 831-154910|Gaia DR2 2497288672467622912|Gaia EDR3 2497288672467622912|2MASSJ02501167-0151295|TIC10932072|TVLM831-154910|GaiaDR22497288672467622912|GaiaEDR32497288672467622912,42.54900523,Gaia EDR3,-1.858437555,Gaia EDR3,2457388.5,82.1604506,Gaia EDR3,-45.73631516,Gaia EDR3,19.66142835,Gaia EDR3,,,2800,2015ApJS..219...33G,M7:,2015ApJS..219...33G,,,,,,,,,,,,,,,,,,,,Added on 2022-03-05 04:57:21.091 by spdrs@apikitest using drs_astrometrics.py,1,
TVUL,AG+28 2339,2MASS J20512823+2815018|AAVSO 2047+27|AG+28 2339|BD+27  3890|GC 29089|GCRV 13088|GEN# +1.00198726|GSC 02183-02726|Gaia DR2 1857884212378132096|HD 198726|HIC 102949|HIP 102949|HR  7988|IRAS 20493+2803|PLX 4990|PLX 4990.00|PPM 112020|SAO  89216|SKY# 39577|TD1 27371|TIC 368040266|TYC 2183-2726-1|UBV M  25225|V* T Vul|WEB 18679|YPAC 204|YZ  28 11843|uvby98 100198726|BD+27 3890|HR 7988|SAO 89216|TVUL|TVul|UBV M 25225|YZ 28 11843|2MASSJ20512823+2815018|AAVSO2047+27|AG+282339|BD+273890|GC29089|GCRV13088|GEN#+1.00198726|GSC02183-02726|GaiaDR21857884212378132096|HD198726|HIC102949|HIP102949|HR7988|IRAS20493+2803|PLX4990|PLX4990.00|PPM112020|SAO89216|SKY#39577|TD127371|TIC368040266|TYC2183-2726-1|UBVM25225|V*TVul|WEB18679|YPAC204|YZ2811843|uvby98100198726|BD+273890|HR7988|SAO89216|TVUL|TVul|UBVM25225|YZ2811843,312.8676765,Gaia DR2,28.25048271,Gaia DR2,2457206,3.495888838,Gaia DR2,-5.086511106,Gaia DR2,1.673804506,Gaia DR2,-2.6,2006AstL...32..759G,5727,1981ApJ...245.1018L,F5Ib+A0.8V,2013AJ....146...93E,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:24.399 by cook@cook using drs_astrometrics.py,1,
TW_HYA,TW Hya,1RXP J110152.0-344212|1RXS J110152.0-344212|2MASS J11015191-3442170|AAVSO 1057-34|AKARI-FIS-V1 J1101516-344214|ASAS J110152-3442.3|CD-34  7151|GSC 07208-00347|Gaia DR1 5401795658263638912|Gaia DR2 5401795662560500352|HBC 568|HIC  53911|HIP  53911|Hen 3-549|IRAS 10594-3426|JCMTSE J110152.0-344214|JCMTSF J110152.0-344214|PDS  42|PM J11018-3442|PSCz P10594-3426|SV* HV  4089|TIC 49178630|TWA 1|TYC 7208-347-1|UCAC2  17035364|UCAC4 277-058769|V* TW Hya|[DML87] 277|[TDQ2000] TRX  9|CD-34 7151|HIC 53911|HIP 53911|PDS 42|SV* HV 4089|TW Hya|TWHYA|TWHya|TW_HYA|UCAC2 17035364|[TDQ2000] TRX 9|1RXPJ110152.0-344212|1RXSJ110152.0-344212|2MASSJ11015191-3442170|AAVSO1057-34|AKARI-FIS-V1J1101516-344214|ASASJ110152-3442.3|CD-347151|GSC07208-00347|GaiaDR15401795658263638912|GaiaDR25401795662560500352|HBC568|HIC53911|HIP53911|Hen3-549|IRAS10594-3426|JCMTSEJ110152.0-344214|JCMTSFJ110152.0-344214|PDS42|PMJ11018-3442|PSCzP10594-3426|SV*HV4089|TIC49178630|TWA1|TYC7208-347-1|UCAC217035364|UCAC4277-058769|V*TWHya|[DML87]277|[TDQ2000]TRX9|CD-347151|HIC53911|HIP53911|PDS42|SV*HV4089|TWHya|TWHYA|TWHya|TWHYA|UCAC217035364|[TDQ2000]TRX9,165.4659145,Gaia DR2,-34.70479133,Gaia DR2,2457206,-68.38931113,Gaia DR2,-14.01572432,Gaia DR2,16.64279368,Gaia DR2,12.335,2018A&A...616A...7S,3725,2018MNRAS.475.1960F,K6Ve,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:26.601 by cook@cook using drs_astrometrics.py,1,
TWA10,TWA10,GSC 07766-00743|ASAS J123504-4136.6|ASAS J123504-4136.4|2MASS J12350424-4136385|RX J123504.4-413629|1RXS J123504.4-413629|TWA 10|V* V1252 Cen|Gaia DR2 6146107993101452160|Gaia DR3 6146107993101452160|GSC07766-00743|ASASJ123504-4136.6|ASASJ123504-4136.4|2MASSJ12350424-4136385|RXJ123504.4-413629|1RXSJ123504.4-413629|TWA10|V*V1252Cen|GaiaDR26146107993101452160|GaiaDR36146107993101452160,188.7673332,Gaia DR2,-41.61085401,Gaia DR2,2457206,-69.68228475,Gaia DR2,-29.28336471,Gaia DR2,17.36198114,Gaia DR2,6.6,2006A&A...460..695T,3500,via spdrs@apikipiha,M2Ve,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,, Added on 2024-08-07 00:58:58.494 by spdrs@apikipiha using drs_astrometrics.py,1,
TWA12,TWA12,RX J1121.1-3845|ASAS J112105-3845.3|DENIS J112105.5-384516|GSC 07739-02180|2MASS J11210549-3845163|RAVE J112105.5-384516|1RXS J112105.2-384529|1SWASP J112105.46-384516.5|TIC 152176559|TWA 12|UCAC3 103-118398|UCAC4 257-053285|USNO-B1.0 0512-00249648|V* V1217 Cen|WISEA J112105.42-384516.6|WISE J112105.43-384516.6|Gaia DR3 5396105586807802880|Gaia DR2 5396105586807802880|TWA-12|TWA_12,170.2724911,Gaia DR2,-38.75465261,Gaia DR2,2457206,-62.89545946,Gaia DR2,-14.67819284,Gaia DR2,15.26909391,Gaia DR2,10.635,2021A&A...645A..30Z,3200,2020AJ....160...83S,M1Ve,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,,Added on 2023-04-13 16:25:57.739 by acarmona@node15.lam.fr using drs_astrometrics.py,1,
TWA13A,TWA13A,** SWR  110A|2MASS J11211723-3446454|ASAS J112117-3446.8|CD-34  7390A|Gaia DR2 5399220743767211776|TIC 57151429|TWA 13A|TWA 13N|UCAC4 277-059985|V* V547 Hya|WDS J11213-3447A|[SAC99] RX J1121.3-3447N|[TDQ2000] TRX 16N|** SWR 110A|CD-34 7390A|TWA13A|**SWR110A|2MASSJ11211723-3446454|ASASJ112117-3446.8|CD-347390A|GaiaDR25399220743767211776|TIC57151429|TWA13A|TWA13N|UCAC4277-059985|V*V547Hya|WDSJ11213-3447A|[SAC99]RXJ1121.3-3447N|[TDQ2000]TRX16N|**SWR110A|CD-347390A|TWA13A,170.3213851,Gaia DR2,-34.77938383,Gaia DR2,2457206,-69.09567298,Gaia DR2,-18.13093458,Gaia DR2,16.70042104,Gaia DR2,9.93,2018yCat.1345....0G,3680,HEADER[CFHT],M1Ve,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:28.705 by cook@cook using drs_astrometrics.py,1,
TWA13B,TWA13B,** SWR  110B|2MASS J11211745-3446497|CD-34  7390B|Gaia DR2 5399220743767211264|TIC 57151431|TWA 13B|TWA 13S|UCAC4 277-059987|V* V548 Hya|WDS J11213-3447B|[SAC99] RX J1121.3-3447S|[TDQ2000] TRX 16S|** SWR 110B|CD-34 7390B|TWA13B|**SWR110B|2MASSJ11211745-3446497|CD-347390B|GaiaDR25399220743767211264|TIC57151431|TWA13B|TWA13S|UCAC4277-059987|V*V548Hya|WDSJ11213-3447B|[SAC99]RXJ1121.3-3447S|[TDQ2000]TRX16S|**SWR110B|CD-347390B|TWA13B,170.3223174,Gaia DR2,-34.78056554,Gaia DR2,2457206,-68.99650522,Gaia DR2,-16.8658071,Gaia DR2,16.67324291,Gaia DR2,9.57,2018yCat.1345....0G,3680,HEADER[CFHT],M1Ve,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:30.836 by cook@cook using drs_astrometrics.py,1,
TWA23,TWA23,UCAC3 115-145162|ASAS J120727-3247.0|2MASS J12072738-3247002|RAVE J120727.4-324700|1RXS J120724.6-324711|SSSPM J1207-3247|1SWASP J120733.91-324652.8|TIC 142391477|TWA 23|WISEA J120727.31-324700.4|WISE J120727.32-324700.4|Gaia EDR3 3466308095597260032|Gaia DR2 3466308095597260032|UCAC3115-145162|ASASJ120727-3247.0|2MASSJ12072738-3247002|RAVEJ120727.4-324700|1RXSJ120724.6-324711|SSSPMJ1207-3247|1SWASPJ120733.91-324652.8|TIC142391477|TWA23|WISEAJ120727.31-324700.4|WISEJ120727.32-324700.4|GaiaEDR33466308095597260032|GaiaDR23466308095597260032,181.8636791,Gaia EDR3,-32.78351891,Gaia EDR3,2457388.5,-73.61890912,Gaia EDR3,-26.57259232,Gaia EDR3,17.59978942,Gaia EDR3,5.45,2020AJ....160...83S,3200,2020AJ....160...83S,M2.5Ve,2017ApJ...840...87R,,,,,,,,,,,,,,,,,,,,Added on 2022-04-26 17:59:40.524 by spirou@rali using drs_astrometrics.py,1,
TWA25,TWA25,1RXS J121527.9-394843|2MASS J12153072-3948426|ASAS J121531-3948.7|CD-39  7538|GSC 07760-00283|Gaia DR1 6150861594185298176|Gaia DR2 6150861598480158336|PM J12155-3948|TWA 25|TYC 7760-283-1|UCAC2  14822540|UCAC4 251-054364|V* V1249 Cen|CD-39 7538|TWA25|UCAC2 14822540|1RXSJ121527.9-394843|2MASSJ12153072-3948426|ASASJ121531-3948.7|CD-397538|GSC07760-00283|GaiaDR16150861594185298176|GaiaDR26150861598480158336|PMJ12155-3948|TWA25|TYC7760-283-1|UCAC214822540|UCAC4251-054364|V*V1249Cen|CD-397538|TWA25|UCAC214822540,183.8775706,Gaia DR2,-39.81195659,Gaia DR2,2457206,-76.85167849,Gaia DR2,-28.26850923,Gaia DR2,18.82846077,Gaia DR2,7.5,2006A&A...460..695T,3990,2014MNRAS.443.2561G,M0.5,2014ApJ...786...97H,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:32.949 by cook@cook using drs_astrometrics.py,1,
TWA33,TWA33,UCAC4 297-067608|2MASS J11393382-3040002|TIC 57830249|TWA 33|WISEA J113933.75-304000.6|WISE J113933.76-304000.5|Gaia EDR3 3478940625208241920|Gaia DR2 3478940625208241920|UCAC4297-067608|2MASSJ11393382-3040002|TIC57830249|TWA33|WISEAJ113933.75-304000.6|WISEJ113933.76-304000.5|GaiaEDR33478940625208241920|GaiaDR23478940625208241920,174.8904908,Gaia EDR3,-30.66688311,Gaia EDR3,2457388.5,-86.42214114,Gaia EDR3,-25.83444841,Gaia EDR3,20.44891335,Gaia EDR3,,,3300,Header,M5.5e,2017ApJS..228...18G,,,,,,,,,,,,,,,,,,,,Added on 2022-04-26 17:55:04.843 by spirou@rali using drs_astrometrics.py,1,
TWA7,TWA7,1RXS J104230.3-334014|2MASS J10423011-3340162|ASAS J104230-3340.3|GSC 07190-02111|Gaia DR2 5444751795151480320|RX J104230.3-334014|TIC 54147487|TWA 7|TWA 7A|TYC 7190-2111-1|V* CE Ant|WISE J104230.01-334016.4|WISEA J104229.99-334016.3|TWA7|1RXSJ104230.3-334014|2MASSJ10423011-3340162|ASASJ104230-3340.3|GSC07190-02111|GaiaDR25444751795151480320|RXJ104230.3-334014|TIC54147487|TWA7|TWA7A|TYC7190-2111-1|V*CEAnt|WISEJ104230.01-334016.4|WISEAJ104229.99-334016.3|TWA7,160.6248102,Gaia DR2,-33.67125958,Gaia DR2,2457206,-118.9344872,Gaia DR2,-19.85121836,Gaia DR2,29.38667706,Gaia DR2,11.796,2018A&A...616A...7S,3550,HEADER[CFHT],M2Ve,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:35.122 by cook@cook using drs_astrometrics.py,1,
TWA8A,TWA8A,CD-26  8623|** WBB    1A|ASAS J113241-2651.9|ASAS J113241-2651.8|GSC 06659-01080|2MASS J11324124-2651559|RBS   994|RX J1132.7-2651|1RXS J113241.7-265155|1SWASP J113241.23-265200.7|TIC 429152610|TWA 8A|TWA 8|V* V550 Hya|WDS J11327-2652A|[TDQ2000] TRX 21|Gaia DR2 3485098646237003392|Gaia EDR3 3485098646237003392|CD-268623|**WBB1A|ASASJ113241-2651.9|ASASJ113241-2651.8|GSC06659-01080|2MASSJ11324124-2651559|RBS994|RXJ1132.7-2651|1RXSJ113241.7-265155|1SWASPJ113241.23-265200.7|TIC429152610|TWA8A|TWA8|V*V550Hya|WDSJ11327-2652A|[TDQ2000]TRX21|GaiaDR23485098646237003392|GaiaEDR33485098646237003392,173.1714898,Gaia EDR3,-26.86566667,Gaia EDR3,2457388.5,-90.60589403,Gaia EDR3,-27.38202681,Gaia EDR3,21.75850444,Gaia EDR3,7.74,2018MNRAS.475.1960F,3267,2018MNRAS.475.1960F,M3Ve,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,,Added on 2022-04-26 18:00:01.996 by spirou@rali using drs_astrometrics.py,1,
TWA9A,TWA9A,** RSS  274A|1SWASP J114824.21-372849.2|2MASS J11482422-3728491|ASAS J114824-3728.6|ASAS J114824-3728.8|CCDM J11484-3729A|CD-36  7429A|Gaia DR1 3463395519357786752|Gaia DR2 3463395519357786752|RAVE J114824.2-372849|TIC 345135732|TWA 9A|TYC 7229-70-1|UCAC2  15960771|UCAC4 263-062750|V* V1239 Cen|WDS J11484-3729A|** RSS 274A|CD-36 7429A|TWA9A|UCAC2 15960771|**RSS274A|1SWASPJ114824.21-372849.2|2MASSJ11482422-3728491|ASASJ114824-3728.6|ASASJ114824-3728.8|CCDMJ11484-3729A|CD-367429A|GaiaDR13463395519357786752|GaiaDR23463395519357786752|RAVEJ114824.2-372849|TIC345135732|TWA9A|TYC7229-70-1|UCAC215960771|UCAC4263-062750|V*V1239Cen|WDSJ11484-3729A|**RSS274A|CD-367429A|TWA9A|UCAC215960771,177.1006405,Gaia DR2,-37.48038849,Gaia DR2,2457206,-52.96010085,Gaia DR2,-18.46489436,Gaia DR2,13.09258062,Gaia DR2,9.5,2006A&A...460..695T,3800,2020AJ....160...83S,K5V,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:37.232 by cook@cook using drs_astrometrics.py,1,
TYC_1309M1361M1,TYC1309-1361-1,2MASS J05350879+2200257|ATO J083.7866+22.0071|GSC 01309-01361|Gaia DR1 3403793948953569280|Gaia DR2 3403793948953569280|TIC 437843811|TYC 1309-1361-1|UCAC2  39627619|[SPB96]  924|TYC1309-1361-1|TYC_1309M1361M1|UCAC2 39627619|[SPB96] 924|2MASSJ05350879+2200257|ATOJ083.7866+22.0071|GSC01309-01361|GaiaDR13403793948953569280|GaiaDR23403793948953569280|TIC437843811|TYC1309-1361-1|UCAC239627619|[SPB96]924|TYC1309-1361-1|TYC1309M1361M1|UCAC239627619|[SPB96]924|TYC1309-1361-1|TYC 1309-1361-1,83.78665368,Gaia DR2,22.00716199,Gaia DR2,2457206,1.216908924,Gaia DR2,-1.078440335,Gaia DR2,0.3825761712,Gaia DR2,,,9900,HEADER[CFHT],,,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:39.349 by cook@cook using drs_astrometrics.py,1,
TYC_2187M512M1,TYC 2187-512-1,TYC 2187-512-1|ASCC  818954|GSC 02187-00512|Karmn J21221+229|LSPM J2122+2255|2MASS J21220626+2255531|PM J21221+2255|TIC 283031851|UCAC2  39938236|UCAC4 565-127678|USNO-B1.0 1129-00631357|Gaia DR3 1791995119082190848|Gaia DR1 1791995114785113472|Gaia DR2 1791995119082190848|TYC2187-512-1|ASCC818954|GSC02187-00512|KarmnJ21221+229|LSPMJ2122+2255|2MASSJ21220626+2255531|PMJ21221+2255|TIC283031851|UCAC239938236|UCAC4565-127678|USNO-B1.01129-00631357|GaiaDR31791995119082190848|GaiaDR11791995114785113472|GaiaDR21791995119082190848,320.5266829,Gaia DR2,22.93193506,Gaia DR2,2457206,108.8438343,Gaia DR2,117.8701253,Gaia DR2,64.59384513,Gaia DR2,6.02,2018yCat.1345....0G,3776,2021A&A...656A.162M,M1.0V,2013AJ....145..102L,,,,,,,,,,,,,,,,,,,,Added on 2023-07-12 16:47:14.510 by spirou@maestria using drs_astrometrics.py,1,
TYC_2291M1627M1,GSC 02291-01627,1SWASP J011351.29+314909.7|2MASS J01135129+3149097|EBLM J0113+31|GSC 02291-01627|Gaia DR2 313579032614539904|Gaia EDR3 313579414867698176|TIC 400048097|TYC 2291-1627-1|TYC_2291M1627M1|Gaia EDR3 313579414867698176|1SWASPJ011351.29+314909.7|2MASSJ01135129+3149097|EBLMJ0113+31|GSC02291-01627|GaiaDR2313579032614539904|GaiaEDR3313579414867698176|TIC400048097|TYC2291-1627-1|TYC2291M1627M1|GaiaEDR3 313579414867698176,18.46387383,Gaia EDR3,31.8194827,Gaia EDR3,2457388.5,26.06960623,Gaia EDR3,23.76329864,Gaia EDR3,5.630382714,Gaia EDR3,,,6000,HEADER[CFHT],M,2014A&A...572A..50G,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:43.289 by cook@cook using drs_astrometrics.py,1,
TYC_2408M853,TYC 2408-853-1,2MASS J05395404+3234043|Gaia DR1 3448381000886940800|Gaia DR2 3448381005185250816|TIC 116156254|TYC 2408-853-1|TYC 2408-853-|TYC2408-853-|TYC2408-853-1|TYC_2408M853|Gaia EDR3 3448381005185250816|2MASSJ05395404+3234043|GaiaDR13448381000886940800|GaiaDR23448381005185250816|TIC116156254|TYC2408-853-1|TYC2408-853-|TYC2408-853-|TYC2408-853-1|TYC2408M853|GaiaEDR3 3448381005185250816,84.97520953,Gaia DR2,32.56786953,Gaia DR2,2457206,3.887549198,Gaia DR2,-2.149512731,Gaia DR2,0.9460685968,Gaia DR2,-1.2,2018yCat.1345....0G,6700,HEADER[CFHT],,,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:45.543 by cook@cook using drs_astrometrics.py Added -1 on the end of header name,1,
TYC_3154M921M1,TYC 3154-921-1,2MASS J20024988+3940053|ASCC  520380|Gaia DR1 2074007615247380096|Gaia DR2 2074007615247380096|LSPM J2002+3940|PM J20028+3940|TIC 356158613|TYC 3154-921-1|UCAC2  45709444|UCAC4 649-083044|USNO-B1.0 1296-00385787|ASCC 520380|TYC_3154M921M1|UCAC2 45709444|2MASSJ20024988+3940053|ASCC520380|GaiaDR12074007615247380096|GaiaDR22074007615247380096|LSPMJ2002+3940|PMJ20028+3940|TIC356158613|TYC3154-921-1|UCAC245709444|UCAC4649-083044|USNO-B1.01296-00385787|ASCC520380|TYC3154M921M1|UCAC245709444,300.7086644,Gaia DR2,39.66837148,Gaia DR2,2457206,146.3103197,Gaia DR2,51.61590439,Gaia DR2,17.72589048,Gaia DR2,-15.41,2018yCat.1345....0G,4250,HEADER[CFHT],,,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:47.722 by cook@cook using drs_astrometrics.py,1,
TYC_3529M1437M1,TYC 3529-1437-1,TYC 3529-1437-1|Karmn J18174+483|2MASS J18172513+4822024|PM J18174+4822|1RXS J181725.6+482202|1SWASP J181725.16+482201.8|TIC 289726188|UCAC3 277-133483|UCAC4 692-058824|V* V401 Dra|Gaia DR3 2122104690545294208|Gaia DR1 2122104686248288896|Gaia DR2 2122104690545294208|TYC3529-1437-1|KarmnJ18174+483|2MASSJ18172513+4822024|PMJ18174+4822|1RXSJ181725.6+482202|1SWASPJ181725.16+482201.8|TIC289726188|UCAC3277-133483|UCAC4692-058824|V*V401Dra|GaiaDR32122104690545294208|GaiaDR12122104686248288896|GaiaDR22122104690545294208,274.3543942,Gaia DR2,48.36752283,Gaia DR2,2457206,-45.62971037,Gaia DR2,48.44208214,Gaia DR2,50.38079506,Gaia DR2,-23.91,2018MNRAS.475.1960F,3633,2021A&A...656A.162M,dM2.0,2019A&A...625A..68S,,,,,,,,,,,,,,,,,,,,Added on 2023-07-12 16:25:39.151 by spirou@maestria using drs_astrometrics.py,1,
TYC_3980M1081M1,TYC3980-1081-1,** KPP 4252A|1RXS J215138.0+591745|2MASS J21513828+5917383|AKARI-IRC-V1 J2151382+591739|Gaia DR1 2202703046092276096|Gaia DR2 2202703050388170880|IRAS 21500+5903|PM J21516+5917|TIC 283414277|TYC 3980-1081-1|WDS J21516+5918A|TYC3980-1081-1|TYC_3980M1081M1|**KPP4252A|1RXSJ215138.0+591745|2MASSJ21513828+5917383|AKARI-IRC-V1J2151382+591739|GaiaDR12202703046092276096|GaiaDR22202703050388170880|IRAS21500+5903|PMJ21516+5917|TIC283414277|TYC3980-1081-1|WDSJ21516+5918A|TYC3980-1081-1|TYC3980M1081M1,327.9089965,Gaia DR2,59.29445302,Gaia DR2,2457206,-79.19020587,Gaia DR2,10.5168038,Gaia DR2,123.0568226,Gaia DR2,-1.49,2018MNRAS.475.1960F,3262,2018MNRAS.475.1960F,M3.9,2018MNRAS.475.1960F,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:49.893 by cook@cook using drs_astrometrics.py,1,
TYC_4384M1735M1,TYC 4384-1735-1,2MASS J10085177+6916357|ASCC   80588|Gaia DR1 1070387901218437632|Gaia DR2 1070387905514406400|Karmn J10088+692|LSPM J1008+6916|PM J10088+6916|Pul -3  630354|TIC 103633434|TOI-1235|TYC 4384-1735-1|UCAC4 797-019598|USNO-B1.0 1592-00104225|WISEA J100852.20+691635.7|ASCC 80588|Pul -3 630354|TOI 1235|TYC_4384-1735-1|TYC_4384M1735M1|2MASSJ10085177+6916357|ASCC80588|GaiaDR11070387901218437632|GaiaDR21070387905514406400|KarmnJ10088+692|LSPMJ1008+6916|PMJ10088+6916|Pul-3630354|TIC103633434|TOI-1235|TYC4384-1735-1|UCAC4797-019598|USNO-B1.01592-00104225|WISEAJ100852.20+691635.7|ASCC80588|Pul-3630354|TOI1235|TYC4384-1735-1|TYC4384M1735M1,152.2182549,Gaia DR2,69.2766204,Gaia DR2,2457206,196.6307436,Gaia DR2,17.36899144,Gaia DR2,25.20160296,Gaia DR2,-27.75,2018yCat.1345....0G,3925,2021A&A...656A.162M,M0.5Ve,2013AJ....145..102L,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:38:52.017 by cook@cook using drs_astrometrics.py,1,
TYC_4674M364M1,TYC 4674-364-1,TYC 4674-364-1|BSD  92-229|EBLM J0055-00|EPIC 220196587|GALAH 161008004001366|2MASS J00551372-0007541|1SWASP J005513.72-000754.0|TIC 269504659|Gaia DR3 2536832294627315072|Gaia DR1 2536832294627315072|Gaia DR2 2536832294627315072|J0055-00|TYC4674-364-1|BSD92-229|EBLMJ0055-00|EPIC220196587|GALAH161008004001366|2MASSJ00551372-0007541|1SWASPJ005513.72-000754.0|TIC269504659|GaiaDR32536832294627315072|GaiaDR12536832294627315072|GaiaDR22536832294627315072|J0055-00,13.80739455,Gaia DR3,-0.1317588972,Gaia DR3,2457388.5,41.34891222,Gaia DR3,-15.78707532,Gaia DR3,3.20175558,Gaia DR3,-22.283001,2021MNRAS.506..150B,5760,2022AJ....163..152S,G2p,1953BSD...C05....0S,,,,,,,,,,,,,,,,,,,, Added on 2025-08-29 14:32:12.693 by nirps-client@rali.astro.umontreal.ca using drs_astrometrics.py,1,
